"","TP_COR_RACA","TP_ESCOLA","TP_SEXO","Q005","Q006","CO_PROVA_CN","CO_PROVA_CH","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","SG_UF_RESIDENCIA"
"6997",3,1,"F",2,"B",391,396,400,403,693.1,696.5,634.5,706.9,940,"MA"
"6998",3,1,"F",2,"B",394,395,399,405,489.9,437.9,416.7,361.1,340,"MT"
"6999",1,1,"M",2,"E",391,397,402,403,629.1,676.8,603.5,784.9,920,"RJ"
"7000",3,1,"M",3,"E",392,396,400,404,521.1,579.4,554.7,532.4,620,"GO"
"7001",1,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7002",1,1,"F",4,"I",394,397,402,405,574.2,632.8,563.2,511.3,560,"SP"
"7003",1,1,"F",5,"C",391,395,399,403,500.3,563.2,549.3,534.1,660,"SP"
"7004",2,1,"F",2,"C",393,398,401,406,510.5,594,570.7,501.4,640,"SP"
"7005",1,1,"M",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7006",1,1,"F",4,"E",391,397,402,403,483.3,512.9,528.4,483,640,"SP"
"7007",1,1,"M",4,"H",392,396,400,404,608.9,674.9,619,665.7,740,"MG"
"7008",2,1,"M",5,"C",394,398,401,405,462.5,365.7,470.1,476.7,340,"MA"
"7009",3,1,"F",3,"D",392,397,402,404,547,560.2,557.8,560.6,820,"BA"
"7010",3,1,"M",5,"B",392,397,402,404,447.3,465.9,422.6,389.1,600,"AP"
"7011",1,1,"M",4,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7012",2,1,"M",2,"C",NA,398,401,NA,NA,574.8,496.4,NA,600,"PA"
"7013",3,1,"M",4,"F",392,396,400,404,543.3,442.3,434.6,590.3,560,"TO"
"7014",3,1,"M",10,"C",393,397,402,406,584.7,578.4,587.9,550.3,0,"PB"
"7015",1,1,"M",5,"E",392,398,401,404,675.1,640.8,599.7,662.9,840,"MG"
"7016",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"7017",3,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7018",3,1,"M",4,"P",393,395,399,406,654.7,692,612.3,679.5,640,"DF"
"7019",3,1,"F",5,"I",392,395,399,404,517.3,529.3,509.3,529.5,480,"CE"
"7020",3,1,"M",1,"C",391,395,399,403,557.2,605.5,567.9,555.7,500,"SC"
"7021",1,1,"M",7,"G",394,395,399,405,388.5,538.2,551.5,474.2,440,"RS"
"7022",2,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7023",1,1,"F",6,"E",394,398,401,405,460.7,529.8,507.2,460.8,500,"SP"
"7024",4,1,"F",2,"D",392,395,399,404,426,486.4,481.8,417.9,0,"RJ"
"7025",3,1,"F",3,"C",391,398,401,403,537.7,520.2,482.7,569.3,560,"SP"
"7026",1,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7027",3,1,"M",1,"A",393,395,399,406,549.2,584.9,479,618.8,480,"AM"
"7028",1,1,"F",4,"G",391,396,400,403,485.7,572.4,487.8,441.9,560,"MG"
"7029",1,1,"F",4,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7030",3,1,"F",3,"C",392,398,401,404,565.3,613.3,594.4,721.4,480,"MS"
"7031",1,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7032",3,1,"F",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7033",3,1,"M",5,"O",393,398,401,406,556.9,591.7,592.5,544,0,"DF"
"7034",3,1,"F",4,"C",394,396,400,405,648,651.1,643.8,749.3,720,"SP"
"7035",1,1,"M",4,"D",392,396,400,404,425.6,484.7,399.2,531.6,420,"MG"
"7036",0,1,"M",1,"C",393,396,400,406,618.7,569.3,591.1,771.5,520,"CE"
"7037",3,2,"F",3,"C",NA,397,402,NA,NA,526.4,465.9,NA,640,"CE"
"7038",3,1,"M",4,"D",392,398,401,404,604.4,573,500.1,599.3,540,"MG"
"7039",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7040",3,1,"F",5,"F",392,396,400,404,578.1,598.9,607.2,457.2,660,"ES"
"7041",1,1,"F",2,"F",392,396,400,404,617.5,679.4,625.3,603.3,620,"PR"
"7042",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7043",3,1,"M",2,"C",392,398,401,404,516.5,544.1,555.7,470.6,600,"PE"
"7044",1,1,"M",4,"C",392,396,400,404,473.9,477.1,495,392.2,540,"RN"
"7045",3,1,"F",1,"B",392,397,402,404,466.4,541.8,541.3,519.2,600,"MG"
"7046",3,2,"F",4,"D",394,398,401,405,411.2,511,495.3,586.4,520,"MG"
"7047",1,1,"M",4,"A",391,396,400,403,713.4,645.7,603.6,786.8,580,"SP"
"7048",1,1,"M",2,"C",394,395,399,405,392,462.6,474.4,465.4,620,"RS"
"7049",3,1,"M",3,"Q",392,396,400,404,692.7,708.2,637.6,807.2,700,"DF"
"7050",1,1,"M",4,"B",392,398,401,404,521.7,406.4,460.1,441.4,580,"CE"
"7051",3,1,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7052",1,1,"M",2,"Q",393,NA,NA,406,0,NA,NA,0,NA,"MG"
"7053",2,1,"F",6,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7054",3,2,"M",4,"B",391,398,401,403,595.3,613,557.6,549.8,760,"BA"
"7055",1,1,"F",3,"B",394,398,401,405,557.8,517.3,555.3,443.8,640,"ES"
"7056",3,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7057",1,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PB"
"7058",3,1,"F",4,"D",393,395,399,406,520.7,557.2,544.4,541,500,"GO"
"7059",1,1,"M",2,"F",392,397,402,404,552.2,522.2,519.1,543.1,380,"PR"
"7060",1,1,"M",5,"H",394,397,402,405,590,566.5,561.4,715.1,540,"PR"
"7061",1,2,"M",4,"D",394,397,402,405,427.9,498.1,541.2,451.3,520,"SP"
"7062",1,1,"M",3,"B",392,395,399,404,420,579,597.3,557.6,480,"MA"
"7063",1,1,"M",5,"D",393,398,401,406,603.5,607.5,556.1,609,620,"MG"
"7064",3,2,"M",5,"C",394,395,399,405,517.9,423.4,417.5,373.9,660,"RN"
"7065",2,1,"M",2,"H",394,395,399,405,583.7,616.3,595.6,494.2,600,"RJ"
"7066",1,1,"M",3,"H",393,397,402,406,456.4,521.9,536.5,385.9,580,"DF"
"7067",3,2,"F",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7068",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7069",5,1,"F",5,"B",394,395,399,405,508.5,520.1,429.6,409.6,0,"BA"
"7070",1,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7071",3,1,"F",5,"C",393,398,401,406,423.1,440.3,432,479.3,0,"BA"
"7072",3,2,"M",3,"B",392,395,399,404,403.9,537.9,470.9,462.5,460,"CE"
"7073",3,1,"M",3,"B",391,398,401,403,546.2,452.2,497.4,509.2,600,"RN"
"7074",1,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7075",1,1,"M",4,"C",393,396,400,406,616,637.5,523.1,691.1,920,"RJ"
"7076",1,1,"M",1,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7077",1,1,"F",4,"H",392,395,399,404,573.3,505.6,611.4,585.7,560,"RJ"
"7078",1,1,"M",4,"E",393,396,400,406,470.9,606,564.8,555.3,820,"RS"
"7079",4,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7080",3,1,"F",4,"C",393,396,400,406,448.6,516.8,481.2,583.1,560,"PE"
"7081",3,1,"F",2,"B",393,395,399,406,409.7,378.2,447.4,440.3,480,"AL"
"7082",3,1,"F",5,"I",392,397,402,404,611.3,567.4,564.8,499.5,620,"PI"
"7083",3,1,"M",6,"E",394,398,401,405,593.1,588.8,559.3,469.6,600,"MG"
"7084",4,1,"F",5,"C",392,398,401,404,449.1,405.6,407,406.1,480,"ES"
"7085",1,1,"F",3,"F",392,397,402,404,601.2,579.5,597,401.7,600,"SP"
"7086",3,1,"M",2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"7087",3,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"7088",1,1,"M",1,"C",393,395,399,406,413.8,501.1,427.7,557,280,"SC"
"7089",1,1,"M",2,"F",392,396,400,404,590,562.6,563.2,633.2,620,"SP"
"7090",2,1,"M",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7091",3,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"7092",1,1,"F",5,"D",391,396,400,403,481.7,584.7,546.5,481.3,560,"SP"
"7093",1,1,"F",2,"F",393,395,399,406,643.9,608,637.6,662.7,600,"RS"
"7094",1,1,"F",4,"G",392,395,399,404,523.9,399.9,437.2,561,460,"AL"
"7095",4,1,"F",7,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"7096",3,1,"M",12,"C",392,395,399,404,534.1,497.1,451.9,435.9,460,"PA"
"7097",3,2,"M",3,"B",391,397,402,403,386.2,465.1,408.8,401.5,0,"PI"
"7098",0,2,"F",3,"B",394,395,399,405,553.8,558.8,566.9,406.2,620,"RO"
"7099",3,1,"F",1,"A",392,397,402,404,552.5,491.6,562.7,526.1,560,"MG"
"7100",3,1,"F",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7101",2,1,"F",5,"F",394,397,402,405,518.3,406.3,491.6,437.5,0,"RJ"
"7102",3,1,"F",4,"I",391,396,400,403,589.6,617.1,565.3,614.2,540,"MG"
"7103",2,1,"F",3,"F",393,396,400,406,658.2,691.9,611.2,535.8,880,"BA"
"7104",3,1,"M",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7105",1,2,"F",4,"D",393,395,399,406,489,525,501.1,585.6,500,"SP"
"7106",2,1,"M",2,"E",393,397,402,406,532.4,576.7,588.9,659.2,0,"SP"
"7107",4,1,"M",4,"H",393,395,399,406,653.2,658.2,619.1,742.3,800,"TO"
"7108",3,1,"F",7,"B",391,398,401,403,584.2,582.3,535.2,510,380,"PE"
"7109",1,2,"M",4,"I",391,398,401,403,563.8,610.6,601.5,501.7,740,"RS"
"7110",3,1,"F",6,"E",NA,396,400,NA,NA,410.5,381.9,NA,360,"DF"
"7111",3,1,"M",4,"C",391,397,402,403,566.9,560,575.2,584.3,680,"AL"
"7112",4,1,"F",3,"C",393,398,401,406,519,520.5,542.8,491.3,0,"SP"
"7113",3,1,"M",4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7114",3,2,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7115",3,1,"F",5,"F",393,396,400,406,530.8,581,554.8,615.1,480,"SP"
"7116",3,1,"F",4,"D",392,396,400,404,541.1,503.2,498.6,487.7,580,"RO"
"7117",1,3,"M",3,"D",392,395,399,404,618.6,513.5,557.3,495.5,560,"MA"
"7118",1,1,"F",4,"G",391,395,399,403,584.9,557.9,565.8,708.6,760,"PR"
"7119",1,1,"M",3,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7120",3,1,"M",3,"G",393,397,402,406,633.3,705.6,672.6,723.4,740,"PR"
"7121",1,1,"F",3,"D",394,398,401,405,469.3,569.4,493,559.5,540,"SC"
"7122",3,1,"M",4,"K",394,395,399,405,648,659.1,594.7,738.2,520,"GO"
"7123",1,1,"M",3,"Q",393,396,400,406,658.9,662.7,585,844.5,900,"PB"
"7124",3,1,"M",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7125",1,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7126",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7127",3,1,"F",2,"H",393,396,400,406,558.5,619.7,572.6,480.9,520,"RJ"
"7128",2,1,"M",2,"C",NA,395,399,NA,NA,561.9,502.2,NA,760,"BA"
"7129",3,1,"M",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PB"
"7130",1,1,"F",2,"D",392,398,401,404,525.2,578.6,555.8,621.3,700,"SP"
"7131",1,1,"F",4,"E",392,397,402,404,473.5,531.3,539.4,477.1,500,"PR"
"7132",3,1,"F",4,"C",392,395,399,404,502.8,561.1,540.6,541.4,580,"MT"
"7133",2,2,"M",5,"B",392,398,401,404,493.6,522.6,479.5,545.2,760,"PA"
"7134",1,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7135",3,2,"M",7,"D",393,397,402,406,521.6,458.1,456,475.4,360,"MT"
"7136",1,1,"F",6,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7137",3,1,"M",3,"E",392,397,402,404,658.9,699.3,600.6,767.9,660,"SP"
"7138",1,1,"M",2,"H",394,395,399,405,483.7,585.6,542.5,628.4,540,"SC"
"7139",3,1,"F",3,"F",394,395,399,405,399.2,473.2,512.3,442.4,0,"BA"
"7140",3,2,"F",5,"E",394,396,400,405,469.2,458.3,532.7,433.1,600,"SP"
"7141",3,1,"M",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7142",1,1,"F",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7143",3,1,"M",4,"B",394,396,400,405,522,622.3,461.8,615.2,580,"BA"
"7144",3,2,"M",4,"E",NA,396,400,NA,NA,375.4,314.2,NA,0,"SP"
"7145",3,1,"M",7,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"7146",3,1,"M",4,"C",394,398,401,405,517.1,597.3,566.6,585.6,920,"SP"
"7147",3,1,"M",6,"B",394,396,400,405,514.3,610,479.2,425.5,920,"SE"
"7148",3,1,"F",1,"C",394,398,401,405,511.5,425.5,497.2,399.5,500,"SP"
"7149",1,1,"F",2,"K",391,398,401,403,621.3,612,599.5,612.2,720,"DF"
"7150",3,1,"F",7,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"7151",1,2,"M",4,"G",391,397,402,403,588.5,595.8,563.6,659.6,540,"MS"
"7152",3,2,"F",4,"C",393,397,402,406,447.3,403.1,394.5,496.7,400,"PE"
"7153",1,2,"F",3,"E",NA,398,401,NA,NA,476.3,483,NA,400,"MT"
"7154",1,1,"F",3,"H",392,395,399,404,592.2,612.6,601.7,630.5,740,"GO"
"7155",3,1,"F",5,"C",394,398,401,405,465.1,344.4,452.8,596.3,480,"SP"
"7156",1,1,"M",4,"P",391,397,402,403,638.4,528.7,614.3,531.8,0,"SC"
"7157",3,1,"F",3,"B",NA,397,402,NA,NA,565.7,488.4,NA,420,"TO"
"7158",3,1,"M",6,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7159",3,2,"M",2,"C",391,395,399,403,557.5,568.5,511.2,605.1,820,"DF"
"7160",2,1,"F",5,"G",394,398,401,405,460.2,504.2,509.3,452.6,840,"SP"
"7161",1,1,"F",5,"D",392,395,399,404,537,581.7,578.2,621.3,660,"RJ"
"7162",3,1,"F",5,"E",391,395,399,403,465.5,479.7,445.7,435.2,0,"PA"
"7163",3,1,"M",6,"G",391,395,399,403,453,440.6,467.3,408.9,440,"MG"
"7164",3,1,"M",2,"C",NA,398,401,NA,NA,462.1,414.1,NA,480,"CE"
"7165",3,1,"F",4,"D",391,396,400,403,568.3,484.2,540.7,388.1,520,"AL"
"7166",3,1,"F",6,"G",393,398,401,406,452.4,392.5,512.7,451,520,"PR"
"7167",1,1,"F",3,"I",393,398,401,406,546.5,614.9,542.1,502.2,840,"PR"
"7168",3,1,"F",8,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"7169",1,1,"M",3,"G",394,395,399,405,394,492,503.5,653.6,500,"GO"
"7170",3,3,"F",2,"B",391,398,401,403,607.6,594.8,542.3,556.7,680,"BA"
"7171",1,1,"M",4,"E",391,398,401,403,655.6,704.9,594.5,758.1,540,"ES"
"7172",3,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"7173",1,1,"F",8,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7174",2,1,"F",3,"B",392,397,402,404,494.9,464.3,548,625.8,660,"CE"
"7175",3,1,"F",2,"C",394,396,400,405,462.8,540.9,479.2,500.8,540,"GO"
"7176",3,1,"M",9,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7177",2,1,"F",4,"E",392,395,399,404,588.3,590.2,533.6,627.9,880,"PA"
"7178",3,1,"F",5,"H",394,398,401,405,466.4,515.7,486.3,593.3,340,"CE"
"7179",1,1,"F",5,"C",394,396,400,405,572.2,615.8,569.2,633.1,560,"MG"
"7180",3,1,"M",4,"G",392,397,402,404,649.4,696.6,608.6,799.8,900,"SP"
"7181",1,2,"F",3,"E",392,395,399,404,533.3,462.3,477.1,426.8,520,"RO"
"7182",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"7183",3,1,"M",3,"F",394,396,400,405,630.9,517.2,536,574.3,480,"PB"
"7184",1,1,"M",4,"N",391,396,400,403,715.3,684,644.2,798.6,760,"DF"
"7185",3,2,"F",3,"I",394,395,399,405,558.1,615.7,572.9,704.6,700,"PA"
"7186",0,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7187",2,1,"F",4,"E",392,396,400,404,506,594.2,600.1,581.1,880,"MG"
"7188",1,2,"M",5,"O",392,395,399,404,612.2,608.6,549.3,669.1,620,"SP"
"7189",3,1,"F",2,"C",393,398,401,406,515.8,566.6,499.3,538.4,600,"RS"
"7190",1,1,"F",4,"C",394,395,399,405,483.9,428.7,417.8,427.9,500,"MG"
"7191",1,2,"F",4,"F",393,397,402,406,522.5,582.7,562.7,561.7,0,"SC"
"7192",3,1,"F",6,"B",391,398,401,403,399.5,516.2,419.8,365,440,"MA"
"7193",1,1,"F",3,"C",NA,398,401,NA,NA,559.6,573.5,NA,560,"MA"
"7194",1,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7195",4,2,"F",4,"B",392,397,402,404,553.1,553.8,390.1,592.3,600,"PE"
"7196",4,2,"F",5,"D",393,396,400,406,501.4,607.5,568.4,681.7,660,"BA"
"7197",2,1,"F",3,"D",394,396,400,405,624,593.5,562,585,420,"PA"
"7198",1,2,"F",5,"D",393,398,401,406,414.2,488.2,456.7,558.5,580,"PR"
"7199",1,1,"M",4,"N",394,398,401,405,576,522.5,509.9,626.7,760,"MT"
"7200",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7201",3,1,"M",4,"G",391,397,402,403,539.1,617.2,553.7,662.5,700,"BA"
"7202",2,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7203",3,2,"F",3,"G",391,397,402,403,530.6,501,540.6,570,620,"MG"
"7204",1,1,"F",2,"N",394,398,401,405,597.8,610.9,611,554.5,760,"MG"
"7205",1,1,"F",4,"B",394,397,402,405,434.6,468.8,544.2,523.9,420,"BA"
"7206",1,1,"F",4,"B",391,396,400,403,421.5,526.6,473.5,383.7,540,"PA"
"7207",1,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7208",1,1,"F",3,"K",394,396,400,405,460,547.9,560.3,650.9,620,"SP"
"7209",2,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7210",2,1,"F",3,"C",391,398,401,403,574.5,586.8,573.2,586.6,560,"CE"
"7211",4,2,"F",4,"B",391,396,400,403,506.7,534.4,554.5,374.8,0,"MA"
"7212",3,2,"F",3,"B",393,398,401,406,423.3,466.6,435.1,406,620,"SP"
"7213",3,1,"M",6,"G",391,396,400,403,490.6,555.1,491.2,567.8,800,"PA"
"7214",3,1,"M",2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7215",2,1,"F",4,"D",392,396,400,404,570.6,605.7,586.6,629,640,"TO"
"7216",2,1,"M",3,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"7217",1,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7218",3,1,"M",3,"E",391,398,401,403,606.1,606.5,617.9,559.2,680,"PR"
"7219",2,1,"M",4,"D",394,398,401,405,625.4,624.4,630.3,630.1,760,"MG"
"7220",3,1,"M",4,"F",393,396,400,406,565.2,626.5,592.1,553.6,620,"SP"
"7221",3,1,"M",6,"O",394,396,400,405,466.3,597,533.3,570.2,960,"PA"
"7222",0,1,"M",1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PB"
"7223",3,1,"F",4,"H",393,398,401,406,392.1,385.2,363.9,426.1,440,"MS"
"7224",1,1,"M",3,"E",393,398,401,406,393,537.5,521.9,620,560,"SP"
"7225",1,3,"M",4,"I",394,397,402,405,677.4,643.6,608.7,462,940,"RS"
"7226",2,1,"F",4,"C",394,397,402,405,524.2,536.1,535.8,502,460,"BA"
"7227",3,2,"M",4,"B",393,398,401,406,482.5,419.4,449.1,486.5,480,"CE"
"7228",1,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7229",1,2,"M",5,"F",393,395,399,406,469.8,486.4,473.7,591.1,480,"SP"
"7230",3,1,"F",4,"C",394,397,402,405,580.3,626.3,624.7,611.3,700,"TO"
"7231",3,1,"M",3,"E",392,397,402,404,584.6,541.4,531.7,584.6,600,"MG"
"7232",1,2,"M",3,"D",392,397,402,404,561.1,628.6,511.5,681.7,680,"SP"
"7233",3,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7234",3,2,"F",5,"B",394,395,399,405,401.3,443.9,497.1,407.1,620,"CE"
"7235",2,1,"M",3,"C",392,397,402,404,643.9,683.7,661.3,592.5,660,"PB"
"7236",1,1,"F",4,"I",391,397,402,403,643.4,677.5,645.9,739.8,820,"RJ"
"7237",3,2,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7238",3,1,"F",3,"D",392,397,402,404,454.6,522.6,512,462.8,500,"MG"
"7239",3,1,"M",4,"C",393,396,400,406,384.4,381.1,515.1,496.1,460,"PB"
"7240",1,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7241",1,1,"F",5,"C",394,396,400,405,417.2,465.9,465.4,385.2,520,"SP"
"7242",3,1,"F",4,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7243",1,1,"F",3,"I",393,397,402,406,460.9,607.2,600.9,430.9,640,"PR"
"7244",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"7245",3,1,"F",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7246",2,1,"M",7,"E",392,395,399,404,605.6,653.8,616.8,799.1,920,"CE"
"7247",3,1,"M",4,"C",393,396,400,406,392.8,450.4,564.1,550.3,520,"PI"
"7248",1,1,"M",5,"C",391,397,402,403,410.1,581.3,491.1,563.1,580,"SP"
"7249",3,2,"F",5,"I",391,396,400,403,572.8,615.4,574.5,693.5,820,"ES"
"7250",3,1,"M",5,"B",393,395,399,406,429.8,484.5,488.4,401.9,320,"CE"
"7251",3,1,"M",4,"B",394,396,400,405,492.4,526.5,498.3,370.9,480,"PB"
"7252",3,1,"M",5,"D",NA,396,400,NA,NA,394,420.2,NA,560,"MG"
"7253",2,2,"M",3,"E",393,396,400,406,566.9,392.5,466.5,515,520,"RJ"
"7254",1,3,"F",5,"E",391,398,401,403,701.5,685,639,792.8,860,"PI"
"7255",1,1,"F",3,"H",393,398,401,406,667.4,646,590.4,655.5,620,"SC"
"7256",3,1,"F",5,"C",393,397,402,406,427.7,533.5,519.4,375.6,560,"AM"
"7257",1,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7258",3,1,"F",3,"A",NA,396,400,NA,NA,430.8,434.6,NA,560,"AL"
"7259",2,1,"M",5,"H",NA,397,402,NA,NA,599.4,516,NA,500,"GO"
"7260",1,1,"M",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7261",4,1,"F",3,"B",392,398,401,404,406.8,578.1,419.1,506,760,"PA"
"7262",1,1,"F",3,"N",393,397,402,406,518.3,621.6,595.3,432.9,740,"PR"
"7263",3,1,"M",4,"B",392,395,399,404,590.7,599.4,541.4,600.2,620,"SE"
"7264",3,1,"M",4,"A",392,398,401,404,414.6,440,408.1,489.7,400,"PA"
"7265",3,1,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7266",3,1,"M",3,"D",394,396,400,405,515.9,548.2,505.6,522.5,520,"PE"
"7267",3,1,"M",4,"C",394,398,401,405,539.5,489.5,363,515.3,580,"CE"
"7268",3,1,"F",5,"B",394,396,400,405,414.6,522,546.4,398.5,540,"DF"
"7269",3,1,"M",5,"G",393,397,402,406,634.4,679.1,614.5,549.4,600,"MG"
"7270",3,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7271",2,1,"M",3,"F",391,396,400,403,434.7,534.5,506.6,611.9,0,"PE"
"7272",2,1,"F",4,"B",393,395,399,406,543,499.2,526.9,469.8,460,"MG"
"7273",2,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"7274",2,1,"M",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7275",2,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7276",3,1,"F",4,"K",391,395,399,403,406.8,463.8,569.8,565,540,"MG"
"7277",3,2,"F",6,"C",392,398,401,404,447.8,450.6,522.1,406.7,420,"BA"
"7278",1,2,"F",4,"G",392,398,401,404,625.2,566,585,507.7,660,"RS"
"7279",1,1,"M",5,"P",392,398,401,404,524.5,513.9,478.6,488.4,460,"RJ"
"7280",3,1,"M",4,"D",392,398,401,404,552.9,575.8,551.3,459,500,"BA"
"7281",1,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"7282",3,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"7283",3,1,"M",7,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"7284",1,1,"M",2,"B",392,397,402,404,459.8,585.2,589.9,594.8,440,"SP"
"7285",1,2,"F",5,"G",NA,396,400,NA,NA,476.4,370.8,NA,400,"SC"
"7286",3,1,"F",2,"E",391,396,400,403,579.5,635.6,583.6,601.9,880,"PE"
"7287",3,1,"F",2,"D",391,396,400,403,648,658,645.9,738.4,680,"SP"
"7288",3,1,"M",5,"G",394,395,399,405,424.1,494.1,477,451.8,0,"AM"
"7289",4,3,"M",4,"J",394,397,402,405,654.8,642,574.2,704.4,800,"PE"
"7290",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7291",5,2,"F",6,"D",NA,395,399,NA,NA,464.8,365.1,NA,500,"RR"
"7292",3,1,"M",4,"J",393,396,400,406,625.5,687.3,613.2,713.2,880,"PB"
