ID,LATITUDE,LONGITUDE,Mun/UF,MUNICIPIO,UF,Valor
1548,-18.38,-44.45,CORINTO - MG,CORINTO,MG,16.783.261.605.978
1549,-18.62,-42.28,COROACI - MG,COROACI,MG,64.749.297.530.542
1550,-18.47,-47.2,COROMANDEL - MG,COROMANDEL,MG,17.743.256.892.855
1551,-19.51,-42.62,CORONEL FABRICIANO - MG,CORONEL FABRICIANO,MG,64.717.823.205.134
1552,-16.61,-42.18,CORONEL MURTA - MG,CORONEL MURTA,MG,67.892.941.376.494
1553,-21.58,-43.26,CORONEL PACHECO - MG,CORONEL PACHECO,MG,20.668.076.318.986
1554,-21.02,-44.22,CORONEL XAVIER CHAVES - MG,CORONEL XAVIER CHAVES,MG,19.815.924.729.844
1555,-19.82,-45.9,CORREGO DANTA - MG,CORREGO DANTA,MG,23.865.549.756.651
1556,-22.63,-46.02,CORREGO DO BOM JESUS - MG,CORREGO DO BOM JESUS,MG,27.053.614.977.097
1557,-20.44,-45.55,CORREGO FUNDO - MG,CORREGO FUNDO,MG,33.447.449.223.439
1558,-19.83,-42.39,CORREGO NOVO - MG,CORREGO NOVO,MG,25.020.081.613.623
1559,-18.07,-43.47,COUTO DE MAGALHAES DE MINAS - MG,COUTO DE MAGALHAES DE MINAS,MG,27.989.611.358.968
1560,-17.23,-40.91,CRISOLITA - MG,CRISOLITA,MG,35.584.724.214.778
1561,-20.87,-45.51,CRISTAIS - MG,CRISTAIS,MG,58.794.078.000.097
1562,-16.8,-42.86,CRISTALIA - MG,CRISTALIA,MG,31.153.646.572.848
1563,-20.83,-43.8,CRISTIANO OTONI - MG,CRISTIANO OTONI,MG,30.895.206.698.953
1564,-22.21,-45.26,CRISTINA - MG,CRISTINA,MG,70.847.088.362.187
1565,-20.38,-44.33,CRUCILANDIA - MG,CRUCILANDIA,MG,28.591.898.900.661
1566,-18.94,-46.67,CRUZEIRO DA FORTALEZA - MG,CRUZEIRO DA FORTALEZA,MG,2.214.660.865.809
1567,-21.83,-44.8,CRUZILIA - MG,CRUZILIA,MG,9.017.560.567.427
1568,-18.96,-41.09,CUPARAQUE - MG,CUPARAQUE,MG,29.341.213.747.843
1569,-15.93,-41.84,CURRAL DE DENTRO - MG,CURRAL DE DENTRO,MG,32.466.470.990.243
1570,-18.75,-44.43,CURVELO - MG,CURVELO,MG,43.173.859.871.863
1571,-18.44,-43.65,DATAS - MG,DATAS,MG,34.285.080.788.481
1572,-22.5,-45.28,DELFIM MOREIRA - MG,DELFIM MOREIRA,MG,50.527.000.609.892
1573,-20.34,-46.85,DELFINOPOLIS - MG,DELFINOPOLIS,MG,42.897.985.069.672
1574,-19.97,-47.77,DELTA - MG,DELTA,MG,34.438.495.790.361
1575,-21.46,-42.96,DESCOBERTO - MG,DESCOBERTO,MG,28.850.922.677.981
1576,-20.66,-44.33,DESTERRO DE ENTRE RIOS - MG,DESTERRO DE ENTRE RIOS,MG,41.204.936.628.629
1577,-21.14,-43.51,DESTERRO DO MELO - MG,DESTERRO DO MELO,MG,20.311.610.037.957
1578,-18.24,-43.6,DIAMANTINA - MG,DIAMANTINA,MG,27.346.204.405.321
1579,-20.48,-43.19,DIOGO DE VASCONCELOS - MG,DIOGO DE VASCONCELOS,MG,23.923.736.353.879
1580,-19.84,-42.77,DIONISIO - MG,DIONISIO,MG,58.601.323.188.062
1581,-20.99,-43,DIVINESIA - MG,DIVINESIA,MG,19.390.088.712.502
1582,-20.61,-42.14,DIVINO - MG,DIVINO,MG,11.289.048.979.591
1583,-18.77,-41.48,DIVINO DAS LARANJEIRAS - MG,DIVINO DAS LARANJEIRAS,MG,33.459.517.970.575
1584,-18.8,-42.59,DIVINOLANDIA DE MINAS - MG,DIVINOLANDIA DE MINAS,MG,44.632.709.812.262
1585,-20.13,-44.88,DIVINOPOLIS - MG,DIVINOPOLIS,MG,10.691.284.577.134
1586,-15.72,-41.34,DIVISA ALEGRE - MG,DIVISA ALEGRE,MG,28.814.216.502.313
1587,-21.51,-46.19,DIVISA NOVA - MG,DIVISA NOVA,MG,3.317.658.776.071
1588,-15.72,-41,DIVISOPOLIS - MG,DIVISOPOLIS,MG,38.769.248.946.887
1589,-16.65,-46.27,DOM BOSCO - MG,DOM BOSCO,MG,28.320.463.395.811
1590,-19.37,-42.1,DOM CAVATI - MG,DOM CAVATI,MG,36.931.217.248.255
1591,-18.96,-43.25,DOM JOAQUIM - MG,DOM JOAQUIM,MG,33.000.993.624.992
1592,-20.16,-42.96,DOM SILVERIO - MG,DOM SILVERIO,MG,36.065.469.540.201
1593,-22.25,-45.16,DOM VICOSO - MG,DOM VICOSO,MG,21.447.285.445.464
1594,-21.31,-42.81,DONA EUZEBIA - MG,DONA EUZEBIA,MG,32.297.507.342.601
1595,-21.1,-44.02,DORES DE CAMPOS - MG,DORES DE CAMPOS,MG,53.347.072.658.363
1596,-19.05,-42.92,DORES DE GUANHAES - MG,DORES DE GUANHAES,MG,36.952.825.128.854
1597,-19.46,-45.6,DORES DO INDAIA - MG,DORES DO INDAIA,MG,10.131.314.217.594
1598,-20.97,-43.18,DORES DO TURVO - MG,DORES DO TURVO,MG,30.844.851.359.776
1599,-20.28,-45.9,DORESOPOLIS - MG,DORESOPOLIS,MG,9.341.335.493.428
1600,-18.43,-47.6,DOURADOQUARA - MG,DOURADOQUARA,MG,11.186.875.379.084
1601,-20.2,-41.79,DURANDE - MG,DURANDE,MG,42.550.981.329.619
1602,-21.61,-45.56,ELOI MENDES - MG,ELOI MENDES,MG,13.808.124.392.206
1603,-19.21,-42.04,ENGENHEIRO CALDAS - MG,ENGENHEIRO CALDAS,MG,52.758.265.459.333
1604,-17.28,-43.95,ENGENHEIRO NAVARRO - MG,ENGENHEIRO NAVARRO,MG,42.011.776.695.813
1605,-19.62,-42.23,ENTRE FOLHAS - MG,ENTRE FOLHAS,MG,30.595.417.459.477
1606,-20.67,-44.06,ENTRE RIOS DE MINAS - MG,ENTRE RIOS DE MINAS,MG,86.570.990.739.381
1607,-20.84,-42.65,ERVALIA - MG,ERVALIA,MG,10.575.680.661.545
1608,-19.76,-44.31,ESMERALDAS - MG,ESMERALDAS,MG,22.307.807.947.763
1609,-20.65,-41.9,ESPERA FELIZ - MG,ESPERA FELIZ,MG,1.283.870.867.443
1610,-14.92,-42.81,ESPINOSA - MG,ESPINOSA,MG,20.317.636.445.509
1611,-22.04,-45.95,ESPIRITO SANTO DO DOURADO - MG,ESPIRITO SANTO DO DOURADO,MG,2.709.955.601.501
1612,-22.46,-46.01,ESTIVA - MG,ESTIVA,MG,68.599.507.152.436
1613,-21.74,-42.46,ESTRELA DALVA - MG,ESTRELA DALVA,MG,19.033.304.492.661
1614,-19.52,-45.78,ESTRELA DO INDAIA - MG,ESTRELA DO INDAIA,MG,24.123.808.247.258
1615,-18.74,-47.69,ESTRELA DO SUL - MG,ESTRELA DO SUL,MG,43.620.810.406.036
1616,-21.09,-42.18,EUGENOPOLIS - MG,EUGENOPOLIS,MG,64.526.800.008.316
1617,-21.55,-43.51,EWBANK DA CAMARA - MG,EWBANK DA CAMARA,MG,23.926.872.614.407
1618,-22.85,-46.31,EXTREMA - MG,EXTREMA,MG,12.696.686.719.337
1619,-21.4,-45.82,FAMA - MG,FAMA,MG,13.918.920.598.001
1620,-20.8,-42.03,FARIA LEMOS - MG,FARIA LEMOS,MG,23.540.863.827.034
1621,-18.07,-43.24,FELICIO DOS SANTOS - MG,FELICIO DOS SANTOS,MG,37.448.186.367.516
1622,-16.63,-40.76,FELISBURGO - MG,FELISBURGO,MG,50.367.358.433.071
1623,-18.75,-44.89,FELIXLANDIA - MG,FELIXLANDIA,MG,83.591.539.700.182
1624,-19.15,-42.08,FERNANDES TOURINHO - MG,FERNANDES TOURINHO,MG,20.290.972.172.119
1625,-19.23,-43.02,FERROS - MG,FERROS,MG,79.161.963.980.429
1626,-20.72,-42.27,FERVEDOURO - MG,FERVEDOURO,MG,55.179.102.692.943
1627,-19.88,-44.43,FLORESTAL - MG,FLORESTAL,MG,34.959.679.672.475
1628,-20.46,-45.42,FORMIGA - MG,FORMIGA,MG,36.920.978.199.517
1629,-14.94,-46.23,FORMOSO - MG,FORMOSO,MG,40.831.996.810.668
1630,-20.84,-46.71,FORTALEZA DE MINAS - MG,FORTALEZA DE MINAS,MG,24.499.224.948.736
1631,-19.56,-44.44,FORTUNA DE MINAS - MG,FORTUNA DE MINAS,MG,15.053.068.661.443
1632,-16.99,-42.35,FRANCISCO BADARO - MG,FRANCISCO BADARO,MG,63.398.294.165.356
1633,-17.31,-44.23,FRANCISCO DUMONT - MG,FRANCISCO DUMONT,MG,24.746.903.433.351
1634,-16.47,-43.48,FRANCISCO SA - MG,FRANCISCO SA,MG,1.507.923.949.947
1635,-17.96,-42,FRANCISCOPOLIS - MG,FRANCISCOPOLIS,MG,45.952.920.976.945
1636,-18.06,-41.42,FREI GASPAR - MG,FREI GASPAR,MG,41.353.757.801.353
1637,-18.54,-41.92,FREI INOCENCIO - MG,FREI INOCENCIO,MG,50.376.677.559.824
1638,-18.16,-42.76,FREI LAGONEGRO - MG,FREI LAGONEGRO,MG,21.729.800.040.993
1639,-20.26,-49.19,FRONTEIRA - MG,FRONTEIRA,MG,56.023.029.325.704
1640,-16.89,-40.92,FRONTEIRA DOS VALES - MG,FRONTEIRA DOS VALES,MG,3.357.195.885.523
1641,-16.13,-42.53,FRUTA DE LEITE - MG,FRUTA DE LEITE,MG,45.020.804.489.936
1642,-20.02,-48.94,FRUTAL - MG,FRUTAL,MG,31.579.723.462.752
1643,-19.36,-44.05,FUNILANDIA - MG,FUNILANDIA,MG,19.238.844.558.756
1644,-18.99,-41.53,GALILEIA - MG,GALILEIA,MG,46.787.712.588.607
1645,-15.08,-43.12,GAMELEIRAS - MG,GAMELEIRAS,MG,31.875.091.225.111
1646,-16.85,-43.69,GLAUCILANDIA - MG,GLAUCILANDIA,MG,1.554.920.389.193
1647,-18.98,-41.22,GOIABEIRA - MG,GOIABEIRA,MG,17.046.364.666.225
1648,-21.53,-43.2,GOIANA - MG,GOIANA,MG,20.008.162.951.622
1649,-22.65,-45.85,GONCALVES - MG,GONCALVES,MG,21.977.631.614.802
1650,-18.82,-42.47,GONZAGA - MG,GONZAGA,MG,39.097.195.832.529
1651,-18.45,-43.74,GOUVEA - MG,GOUVEA,MG,78.572.019.254.159
1652,-18.85,-41.94,GOVERNADOR VALADARES - MG,GOVERNADOR VALADARES,MG,14.843.989.311.315
1653,-16.55,-42.89,GRAO MOGOL - MG,GRAO MOGOL,MG,84.297.798.077.073
1654,-18.49,-47.72,GRUPIARA - MG,GRUPIARA,MG,95.114.426.339.729
1655,-18.77,-42.93,GUANHAES - MG,GUANHAES,MG,17.788.378.615.153
1656,-20.76,-45.91,GUAPE - MG,GUAPE,MG,89.021.242.670.458
1657,-20.57,-43,GUARACIABA - MG,GUARACIABA,MG,67.869.021.305.819
1658,-17.01,-43.67,GUARACIAMA - MG,GUARACIAMA,MG,28.364.928.163.975
1659,-21.29,-46.8,GUARANESIA - MG,GUARANESIA,MG,11.142.904.377.246
1660,-21.35,-43.04,GUARANI - MG,GUARANI,MG,53.227.747.381.731
1661,-21.73,-43.03,GUARARA - MG,GUARARA,MG,27.038.162.625.607
1662,-17.77,-47.09,GUARDA-MOR - MG,GUARDA-MOR,MG,43.905.850.664.325
1663,-21.3,-46.71,GUAXUPE - MG,GUAXUPE,MG,29.576.357.371.945
1664,-21.15,-42.79,GUIDOVAL - MG,GUIDOVAL,MG,46.351.097.777.421
1665,-18.84,-46.79,GUIMARANIA - MG,GUIMARANIA,MG,38.857.110.659.586
1666,-21,-42.71,GUIRICEMA - MG,GUIRICEMA,MG,58.629.937.318.078
1667,-19.21,-49.78,GURINHATA - MG,GURINHATA,MG,44.175.145.938.465
1668,-22.06,-45.54,HELIODORA - MG,HELIODORA,MG,36.649.133.010.715
1669,-19.43,-42.21,IAPU - MG,IAPU,MG,64.020.018.627.333
1670,-21.43,-43.96,IBERTIOGA - MG,IBERTIOGA,MG,34.073.886.506.805
1671,-19.47,-46.53,IBIA - MG,IBIA,MG,12.776.893.327.921
1672,-16.86,-44.91,IBIAI - MG,IBIAI,MG,44.948.304.333.534
1673,-15.66,-44.16,IBIRACATU - MG,IBIRACATU,MG,36.138.661.886.045
1674,-20.46,-47.12,IBIRACI - MG,IBIRACI,MG,58.178.667.326.159
1675,-20.02,-44.05,IBIRITE - MG,IBIRITE,MG,67.476.274.735.015
1676,-22.06,-46.44,IBITIURA DE MINAS - MG,IBITIURA DE MINAS,MG,18.977.163.993.034
1677,-21.15,-44.74,IBITURUNA - MG,IBITURUNA,MG,18.761.411.943.728
1678,-16.21,-44.9,ICARAI DE MINAS - MG,ICARAI DE MINAS,MG,55.307.061.095.178
1679,-20.07,-44.3,IGARAPE - MG,IGARAPE,MG,10.789.971.130.689
1680,-19.95,-44.7,IGARATINGA - MG,IGARATINGA,MG,46.881.130.915.142
1681,-20.17,-45.71,IGUATAMA - MG,IGUATAMA,MG,5.351.442.750.507
1682,-21.17,-44.92,IJACI - MG,IJACI,MG,33.067.287.048.105
1683,-20.93,-45.83,ILICINEA - MG,ILICINEA,MG,66.941.560.134.979
1684,-19.59,-41.97,IMBE DE MINAS - MG,IMBE DE MINAS,MG,30.382.404.507.638
1685,-22.31,-46.32,INCONFIDENTES - MG,INCONFIDENTES,MG,39.799.954.698.656
1686,-15.49,-42.19,INDAIABIRA - MG,INDAIABIRA,MG,45.841.917.647.404
1687,-19.03,-47.91,INDIANOPOLIS - MG,INDIANOPOLIS,MG,34.970.451.111.825
1688,-21.4,-44.91,INGAI - MG,INGAI,MG,16.175.564.224.056
1689,-19.54,-42.12,INHAPIM - MG,INHAPIM,MG,16.124.129.596.648
1690,-19.49,-44.39,INHAUMA - MG,INHAUMA,MG,297.579.792.013
1691,-18.72,-44.36,INIMUTABA - MG,INIMUTABA,MG,36.304.881.513.102
1692,-19.41,-42.41,IPABA - MG,IPABA,MG,92.053.565.790.015
1693,-19.8,-41.71,IPANEMA - MG,IPANEMA,MG,10.496.980.328.982
1694,-19.46,-42.53,IPATINGA - MG,IPATINGA,MG,13.468.515.856.844
1695,-18.69,-49.94,IPIACU - MG,IPIACU,MG,24.393.799.331.778
1696,-22.09,-46.19,IPUIUNA - MG,IPUIUNA,MG,54.163.590.298.713
1697,-18.98,-47.46,IRAI DE MINAS - MG,IRAI DE MINAS,MG,30.909.086.281.335
1698,-19.61,-43.22,ITABIRA - MG,ITABIRA,MG,58.973.056.525.827
1699,-18.56,-41.23,ITABIRINHA DE MANTENA - MG,ITABIRINHA DE MANTENA,MG,60.121.461.537.437
1700,-20.25,-43.8,ITABIRITO - MG,ITABIRITO,MG,2.202.763.347.247
1701,-17.06,-43.3,ITACAMBIRA - MG,ITACAMBIRA,MG,30.511.460.732.974
1702,-15.1,-44.09,ITACARAMBI - MG,ITACARAMBI,MG,10.699.636.986.837
1703,-20.39,-44.48,ITAGUARA - MG,ITAGUARA,MG,7.248.846.212.061
1704,-17.4,-41.66,ITAIPE - MG,ITAIPE,MG,65.007.701.585.901
1705,-22.42,-45.45,ITAJUBA - MG,ITAJUBA,MG,53.205.534.646.504
1706,-17.85,-42.85,ITAMARANDIBA - MG,ITAMARANDIBA,MG,17.426.927.766.191
1707,-21.41,-42.81,ITAMARATI DE MINAS - MG,ITAMARATI DE MINAS,MG,24.301.901.213.258
1708,-18.03,-41.68,ITAMBACURI - MG,ITAMBACURI,MG,14.328.246.212.067
1709,-19.41,-43.32,ITAMBE DO MATO DENTRO - MG,ITAMBE DO MATO DENTRO,MG,17.432.379.257.989
1710,-21.07,-47.04,ITAMOGI - MG,ITAMOGI,MG,65.460.661.641.095
1711,-22.28,-44.87,ITAMONTE - MG,ITAMONTE,MG,78.073.387.568.365
1712,-22.29,-44.93,ITANHANDU - MG,ITANHANDU,MG,77.933.919.416.223
1713,-19.17,-41.86,ITANHOMI - MG,ITANHOMI,MG,78.349.035.983.234
1714,-16.56,-41.5,ITAOBIM - MG,ITAOBIM,MG,13.935.677.213.057
1715,-19.9,-49.38,ITAPAGIPE - MG,ITAPAGIPE,MG,73.346.152.268.026
1716,-20.47,-45.12,ITAPECERICA - MG,ITAPECERICA,MG,13.411.281.919.213
1717,-22.76,-46.22,ITAPEVA - MG,ITAPEVA,MG,40.317.231.030.724
1718,-20.19,-44.42,ITATIAIUCU - MG,ITATIAIUCU,MG,50.394.269.329.013
1719,-20.73,-46.75,ITAU DE MINAS - MG,ITAU DE MINAS,MG,83.789.836.939.534
1720,-20.07,-44.57,ITAUNA - MG,ITAUNA,MG,44.024.835.262.664
1721,-20.67,-43.61,ITAVERAVA - MG,ITAVERAVA,MG,4.561.568.359.458
1722,-16.61,-41.76,ITINGA - MG,ITINGA,MG,92.480.396.379.059
1723,-19.39,-41.17,ITUETA - MG,ITUETA,MG,39.711.679.427.198
1724,-18.96,-49.46,ITUIUTABA - MG,ITUIUTABA,MG,52.656.018.872.891
1725,-21.31,-44.87,ITUMIRIM - MG,ITUMIRIM,MG,43.432.905.987.655
1726,-19.72,-50.19,ITURAMA - MG,ITURAMA,MG,16.492.997.578.831
1727,-21.29,-44.65,ITUTINGA - MG,ITUTINGA,MG,27.484.306.377.108
1728,-19.51,-43.74,JABOTICATUBAS - MG,JABOTICATUBAS,MG,76.162.740.431.262
1729,-16.14,-40.29,JACINTO - MG,JACINTO,MG,82.937.201.720.441
1730,-21.01,-46.74,JACUI - MG,JACUI,MG,4.953.949.764.535
1731,-22.28,-46.61,JACUTINGA - MG,JACUTINGA,MG,1.037.519.851.793
1732,-19.64,-42.75,JAGUARACU - MG,JAGUARACU,MG,15.720.124.219.386
1733,-15.33,-43.67,JAIBA - MG,JAIBA,MG,15.223.672.024.437
1734,-18.46,-41.8,JAMPRUCA - MG,JAMPRUCA,MG,31.317.641.557.709
1735,-15.8,-43.3,JANAUBA - MG,JANAUBA,MG,35.915.896.512.424
1736,-15.48,-44.36,JANUARIA - MG,JANUARIA,MG,42.023.160.751.477
1737,-20.14,-45.5,JAPARAIBA - MG,JAPARAIBA,MG,2.088.823.029.449
1738,-15.99,-44.27,JAPONVAR - MG,JAPONVAR,MG,39.651.363.567.371
1739,-20.53,-43.98,JECEABA - MG,JECEABA,MG,36.537.447.389.307
1740,-17.08,-42.25,JENIPAPO DE MINAS - MG,JENIPAPO DE MINAS,MG,48.491.600.617.014
1741,-20.45,-42.66,JEQUERI - MG,JEQUERI,MG,84.666.540.813.915
1742,-17.23,-44.44,JEQUITAI - MG,JEQUITAI,MG,53.184.346.361.212
1743,-19.23,-44.02,JEQUITIBA - MG,JEQUITIBA,MG,32.901.051.872.762
1744,-16.43,-41,JEQUITINHONHA - MG,JEQUITINHONHA,MG,14.605.783.304.229
1745,-21.99,-45.29,JESUANIA - MG,JESUANIA,MG,28.516.811.959.575
1746,-16.65,-41.03,JOAIMA - MG,JOAIMA,MG,90.277.083.549.981
1747,-19.17,-42.67,JOANESIA - MG,JOANESIA,MG,4.393.534.800.087
1748,-19.81,-43.17,JOAO MONLEVADE - MG,JOAO MONLEVADE,MG,38.009.501.738.227
1749,-17.74,-46.17,JOAO PINHEIRO - MG,JOAO PINHEIRO,MG,24.854.288.580.461
1750,-17.75,-44.17,JOAQUIM FELICIO - MG,JOAQUIM FELICIO,MG,27.574.232.496.771
1751,-15.9,-40.17,JORDANIA - MG,JORDANIA,MG,63.260.032.637.145
1752,-16.9,-42.6,JOSE GONCALVES DE MINAS - MG,JOSE GONCALVES DE MINAS,MG,28.204.735.124.116
1753,-18.21,-42.49,JOSE RAYDAN - MG,JOSE RAYDAN,MG,2.464.484.873.585
1754,-16.54,-42.51,JOSENOPOLIS - MG,JOSENOPOLIS,MG,26.242.264.442.472
1755,-19.95,-44.34,JUATUBA - MG,JUATUBA,MG,80.349.570.574.433
1756,-21.76,-43.35,JUIZ DE FORA - MG,JUIZ DE FORA,MG,424479
1757,-16.84,-43.58,JURAMENTO - MG,JURAMENTO,MG,25.954.601.955.297
1758,-21.25,-46.57,JURUAIA - MG,JURUAIA,MG,46.283.595.688.007
1759,-14.26,-44.16,JUVENILIA - MG,JUVENILIA,MG,43.395.862.307.396
1760,-17.63,-41.73,LADAINHA - MG,LADAINHA,MG,10.034.148.736.952
1761,-18.17,-46.8,LAGAMAR - MG,LAGAMAR,MG,50.430.343.941.235
1762,-20.02,-45.54,LAGOA DA PRATA - MG,LAGOA DA PRATA,MG,21.159.335.146.563
1763,-16.98,-44.58,LAGOA DOS PATOS - MG,LAGOA DOS PATOS,MG,27.658.672.769.354
1764,-20.91,-44.07,LAGOA DOURADA - MG,LAGOA DOURADA,MG,7.487.575.183.618
1765,-18.77,-46.4,LAGOA FORMOSA - MG,LAGOA FORMOSA,MG,10.679.363.143.862
1766,-17.83,-46.51,LAGOA GRANDE - MG,LAGOA GRANDE,MG,46.304.903.375.027
1767,-19.62,-43.89,LAGOA SANTA - MG,LAGOA SANTA,MG,20.366.033.423.997
1768,-20.15,-41.62,LAJINHA - MG,LAJINHA,MG,10.069.441.833.229
1769,-21.97,-45.35,LAMBARI - MG,LAMBARI,MG,10.626.924.337.638
1770,-20.79,-43.47,LAMIM - MG,LAMIM,MG,21.066.014.895.211
1771,-21.37,-42.47,LARANJAL - MG,LARANJAL,MG,36.405.185.750.839
1772,-17.88,-44.57,LASSANCE - MG,LASSANCE,MG,39.181.107.823.518
1773,-21.24,-45,LAVRAS - MG,LAVRAS,MG,47.352.292.699.244
1774,-19.71,-45.02,LEANDRO FERREIRA - MG,LEANDRO FERREIRA,MG,21.204.851.182.021
1775,-17.08,-42.69,LEME DO PRADO - MG,LEME DO PRADO,MG,27.591.583.582.602
1776,-21.53,-42.64,LEOPOLDINA - MG,LEOPOLDINA,MG,31.432.593.268.475
1777,-22.02,-44.32,LIBERDADE - MG,LIBERDADE,MG,37.005.442.369.561
1778,-21.84,-43.79,LIMA DUARTE - MG,LIMA DUARTE,MG,92.456.605.594.122
1779,-19.55,-50.58,LIMEIRA DO OESTE - MG,LIMEIRA DO OESTE,MG,43.349.916.901.272
1780,-15.9,-44.3,LONTRA - MG,LONTRA,MG,46.397.367.510.488
1781,-20.44,-42.1,LUISBURGO - MG,LUISBURGO,MG,31.979.943.407.769
1782,-16.11,-44.58,LUISLANDIA - MG,LUISLANDIA,MG,34.399.972.905.658
1783,-21.51,-44.9,LUMINARIAS - MG,LUMINARIAS,MG,34.762.419.200.922
1784,-19.8,-45.68,LUZ - MG,LUZ,MG,10.199.166.523.579
1785,-17.07,-40.71,MACHACALIS - MG,MACHACALIS,MG,40.570.439.802.707
1786,-21.67,-45.92,MACHADO - MG,MACHADO,MG,2.113.665.009.083
1787,-21.48,-44.33,MADRE DE DEUS DE MINAS - MG,MADRE DE DEUS DE MINAS,MG,29.839.645.114.172
1788,-17.84,-42.07,MALACACHETA - MG,MALACACHETA,MG,11.819.240.171.638
1789,-15.05,-42.94,MAMONAS - MG,MAMONAS,MG,40.343.127.186.802
1790,-14.75,-43.93,MANGA - MG,MANGA,MG,12.807.352.170.198
1791,-20.25,-42.03,MANHUACU - MG,MANHUACU,MG,38.397.135.599.494
1792,-20.35,-41.95,MANHUMIRIM - MG,MANHUMIRIM,MG,10.998.028.107.346
1793,-18.78,-40.98,MANTENA - MG,MANTENA,MG,19.056.901.972.603
1794,-21.86,-43.01,MAR DE ESPANHA - MG,MAR DE ESPANHA,MG,67.456.667.871.947
1795,-19.51,-44.67,MARAVILHAS - MG,MARAVILHAS,MG,4.032.224.434.355
1796,-22.3,-45.37,MARIA DA FE - MG,MARIA DA FE,MG,95.467.561.567.707
1797,-20.37,-43.41,MARIANA - MG,MARIANA,MG,24.810.386.158.171
1798,-18.5,-42.08,MARILAC - MG,MARILAC,MG,26.390.850.482.704
1799,-20.05,-44.18,MARIO CAMPOS - MG,MARIO CAMPOS,MG,44.174.648.273.585
1800,-21.69,-42.95,MARIPA DE MINAS - MG,MARIPA DE MINAS,MG,15.310.129.564.421
1801,-19.71,-42.73,MARLIERIA - MG,MARLIERIA,MG,24.260.648.792.107
1802,-22.44,-45.16,MARMELOPOLIS - MG,MARMELOPOLIS,MG,20.781.258.186.615
1803,-19.33,-45.23,MARTINHO CAMPOS - MG,MARTINHO CAMPOS,MG,73.194.671.763.383
1804,-20.25,-41.87,MARTINS SOARES - MG,MARTINS SOARES,MG,25.753.864.515.059
1805,-15.68,-40.74,MATA VERDE - MG,MATA VERDE,MG,42.365.432.746.944
1806,-18.47,-43.06,MATERLANDIA - MG,MATERLANDIA,MG,33.503.695.524.383
1807,-19.98,-44.42,MATEUS LEME - MG,MATEUS LEME,MG,12.964.029.567.704
1808,-18.59,-41.9,MATHIAS LOBATO - MG,MATHIAS LOBATO,MG,24.550.412.940.801
1809,-21.86,-43.31,MATIAS BARBOSA - MG,MATIAS BARBOSA,MG,77.117.573.886.277
1810,-14.85,-43.92,MATIAS CARDOSO - MG,MATIAS CARDOSO,MG,62.241.607.229.916
1811,-20.28,-42.34,MATIPO - MG,MATIPO,MG,98.435.775.674.164
1812,-15.39,-42.86,MATO VERDE - MG,MATO VERDE,MG,8.795.604.566.656
1813,-19.55,-44.08,MATOZINHOS - MG,MATOZINHOS,MG,16.492.612.684.312
1814,-19.22,-45.96,MATUTINA - MG,MATUTINA,MG,26.701.084.462.029
1815,-19.99,-46.22,MEDEIROS - MG,MEDEIROS,MG,20.030.758.559.122
1816,-16.22,-41.47,MEDINA - MG,MEDINA,MG,13.757.585.260.153
1817,-18.66,-41.4,MENDES PIMENTEL - MG,MENDES PIMENTEL,MG,40.603.966.301.014
1818,-21.19,-43.34,MERCES - MG,MERCES,MG,63.810.298.616.724
1819,-19.22,-42.6,MESQUITA - MG,MESQUITA,MG,45.461.547.629.155
1820,-17.21,-42.59,MINAS NOVAS - MG,MINAS NOVAS,MG,1.950.873.647.636
1821,-21.68,-44.6,MINDURI - MG,MINDURI,MG,23.772.913.534.383
1822,-16.26,-44.16,MIRABELA - MG,MIRABELA,MG,66.167.893.596.067
1823,-20.89,-42.34,MIRADOURO - MG,MIRADOURO,MG,58.802.990.162.068
1824,-21.19,-42.61,MIRAI - MG,MIRAI,MG,92.249.240.308.575
1825,-14.74,-44.4,MIRAVANIA - MG,MIRAVANIA,MG,24.394.495.097.615
1826,-20.33,-44.05,MOEDA - MG,MOEDA,MG,25.649.662.269.742
1827,-19.84,-45.41,MOEMA - MG,MOEMA,MG,40.425.143.507.433
1828,-18.32,-44.11,MONJOLOS - MG,MONJOLOS,MG,18.417.277.440.874
1829,-21.75,-45.54,MONSENHOR PAULO - MG,MONSENHOR PAULO,MG,45.912.723.756.838
1830,-14.42,-44.36,MONTALVANIA - MG,MONTALVANIA,MG,10.270.945.570.619
1831,-18.87,-48.88,MONTE ALEGRE DE MINAS - MG,MONTE ALEGRE DE MINAS,MG,12.697.478.960.243
1832,-15.15,-42.87,MONTE AZUL - MG,MONTE AZUL,MG,14.422.974.594.518
1833,-21.32,-46.36,MONTE BELO - MG,MONTE BELO,MG,8.925.066.349.779
1834,-18.72,-47.49,MONTE CARMELO - MG,MONTE CARMELO,MG,27.743.509.056.354
1835,-16.86,-41.25,MONTE FORMOSO - MG,MONTE FORMOSO,MG,28.372.154.529.018
1836,-21.19,-46.98,MONTE SANTO DE MINAS - MG,MONTE SANTO DE MINAS,MG,12.957.975.105.079
1837,-22.43,-46.57,MONTE SIAO - MG,MONTE SIAO,MG,11.172.447.418.816
1838,-16.73,-43.86,MONTES CLAROS - MG,MONTES CLAROS,MG,18.088.430.494.677
1839,-15.17,-42.49,MONTEZUMA - MG,MONTEZUMA,MG,40.530.487.087.327
